pdf_id,incremental_updates,eof_marker_count,metadata_anomaly_score,hidden_text_spans,white_text_spans,javascript_count,embedded_files_count,signature_gap_score,render_ela_suspicious_block_ratio,render_noise_hotspot_ratio,object_count,stream_entropy,xref_mismatch_score,font_switch_score,ocr_text_layer_gap,is_scanned_pdf,has_signature,hard_subtle_case,label
PDF_01560,1,1,9.38,0,0,0,0,0.0,0.0361,0.0961,78,5.605,10.49,5.43,4.96,0,1,0,0
PDF_01561,0,1,0.0,1,1,0,0,7.21,0.1006,0.0813,93,5.741,9.33,0.0,1.46,0,1,0,0
PDF_01562,0,2,35.53,4,0,1,0,6.57,0.0966,0.1506,104,6.115,9.25,16.9,26.49,0,0,0,0
PDF_01563,1,2,11.47,0,0,0,0,15.73,0.1632,0.2771,42,4.514,16.74,45.97,23.66,0,0,0,0
PDF_01564,2,1,11.52,0,3,1,0,2.13,0.0925,0.2065,77,4.642,4.68,13.22,0.0,0,0,0,0
PDF_01565,2,2,0.0,1,0,0,0,7.17,0.0355,0.1454,109,5.671,3.15,1.67,11.69,0,0,0,0
PDF_01566,0,1,18.75,1,0,0,0,0.0,0.1241,0.0839,61,4.448,0.0,0.0,0.0,0,0,0,0
PDF_01567,2,2,29.06,5,3,0,0,0.0,0.2164,0.363,148,5.934,20.97,14.96,61.38,1,0,0,0
PDF_01568,0,3,39.68,1,6,1,0,6.49,0.3104,0.4713,146,4.874,35.33,39.73,84.2,1,0,0,0
PDF_01569,0,1,0.0,0,0,0,0,0.0,0.1182,0.2867,125,5.795,0.24,13.09,47.49,1,0,0,0
PDF_01570,0,1,0.0,1,0,0,0,6.28,0.0138,0.0774,83,5.438,6.47,0.0,0.0,0,1,0,0
PDF_01571,1,1,0.0,2,0,0,0,0.0,0.1321,0.2875,111,4.321,0.0,5.91,47.95,1,0,0,0
PDF_01572,1,1,28.51,4,6,0,0,18.52,0.1288,0.0747,95,6.075,16.41,45.09,18.47,0,0,0,0
PDF_01573,1,1,5.14,3,1,0,0,0.0,0.0766,0.1487,100,5.092,23.76,30.3,3.29,0,0,0,0
PDF_01574,1,2,5.35,2,0,0,0,0.0,0.1748,0.3339,93,6.192,0.0,14.99,32.87,1,0,0,0
PDF_01575,0,1,11.38,1,0,0,0,0.0,0.2225,0.3539,130,5.731,4.86,10.85,66.0,1,0,0,0
PDF_01576,2,1,28.9,4,2,0,0,8.69,0.2513,0.3988,141,6.586,31.25,35.28,62.89,1,0,0,0
PDF_01577,0,1,0.0,2,0,0,0,0.0,0.0324,0.1409,63,5.08,0.0,0.0,0.0,0,1,0,0
PDF_01578,0,1,53.91,1,4,0,0,6.21,0.2133,0.3111,130,5.27,33.03,32.42,75.03,1,0,0,0
PDF_01579,0,1,0.0,0,2,0,0,0.0,0.0554,0.158,42,5.599,0.0,0.0,7.71,0,0,0,0
PDF_01580,0,1,24.41,0,3,0,0,9.29,0.1675,0.1531,143,5.297,27.1,26.87,4.84,0,0,0,0
PDF_01581,0,1,6.73,1,0,0,0,0.0,0.2389,0.3351,96,4.31,7.74,0.0,42.05,1,0,0,0
PDF_01582,1,2,22.19,5,0,0,0,0.0,0.0681,0.181,89,5.929,23.15,5.57,8.34,0,0,0,0
PDF_01583,0,2,34.86,2,2,0,0,12.12,0.1943,0.3406,135,5.92,22.14,48.83,33.24,1,1,0,0
PDF_01584,0,1,21.79,0,0,1,0,21.24,0.2155,0.4176,137,6.151,7.86,18.4,74.44,1,0,0,0
PDF_01585,0,1,0.0,0,1,1,0,2.16,0.1361,0.336,117,5.632,0.0,0.0,53.49,1,0,0,0
PDF_01586,1,2,45.03,4,0,1,0,19.06,0.2384,0.1427,118,6.424,22.54,90.46,28.75,0,0,0,0
PDF_01587,0,1,27.59,3,2,0,0,0.0,0.1459,0.1308,133,4.485,20.9,0.0,11.3,0,0,0,0
PDF_01588,0,1,8.08,3,2,0,0,6.25,0.1057,0.2066,42,5.883,14.58,10.23,17.01,0,0,0,0
PDF_01589,0,3,13.41,0,4,0,0,16.34,0.0114,0.1072,99,5.499,6.32,12.11,37.24,0,0,0,0
PDF_01590,0,1,41.82,2,2,0,0,11.09,0.3296,0.3836,86,5.479,14.12,8.07,63.75,1,0,0,0
PDF_01591,1,2,40.24,3,0,0,0,10.07,0.1556,0.2113,81,5.488,42.37,47.7,14.86,0,0,0,0
PDF_01592,1,2,37.82,0,1,1,0,0.0,0.1078,0.0972,66,6.522,35.93,31.64,26.5,0,0,0,0
PDF_01593,1,3,43.73,4,6,1,0,20.5,0.1002,0.1945,118,5.732,23.19,35.99,10.28,0,0,0,0
PDF_01594,0,2,44.1,3,2,1,0,37.67,0.0434,0.0964,142,6.224,0.0,41.61,13.16,0,0,0,0
PDF_01595,0,1,27.95,2,3,0,0,19.69,0.0792,0.1608,89,6.367,2.78,20.45,16.4,0,1,0,0
PDF_01596,0,2,29.82,0,3,0,0,33.03,0.1641,0.3007,86,5.589,6.68,12.68,62.13,1,0,0,0
PDF_01597,0,1,2.52,0,0,0,0,0.0,0.0278,0.0314,80,5.695,0.0,0.24,1.19,0,0,0,0
PDF_01598,0,2,0.0,0,1,1,0,0.0,0.0,0.0288,61,5.669,0.0,6.85,0.0,0,0,0,0
PDF_01599,0,2,0.0,3,0,1,0,0.0,0.03,0.0949,64,5.97,0.0,0.0,5.38,0,1,0,0
PDF_01600,1,2,73.31,5,2,0,0,38.73,0.3062,0.388,115,5.518,44.35,60.56,73.79,1,0,0,0
PDF_01601,0,1,5.53,3,4,0,0,0.0,0.1056,0.1734,104,4.887,0.49,0.0,9.74,0,0,0,0
PDF_01602,2,1,5.14,2,5,0,0,4.43,0.0049,0.1542,99,5.917,0.0,0.0,1.04,0,1,0,0
PDF_01603,0,1,21.71,4,3,0,0,0.0,0.2355,0.293,126,5.678,16.89,27.18,58.76,1,0,0,0
PDF_01604,0,1,0.0,0,0,1,0,0.0,0.0,0.0793,35,5.238,15.08,0.0,8.24,0,0,0,0
PDF_01605,1,1,0.0,0,0,0,0,4.7,0.1092,0.3017,119,5.303,0.0,22.03,63.95,1,0,0,0
PDF_01606,0,2,0.0,0,1,1,0,11.74,0.2726,0.2821,97,6.601,0.0,24.34,54.06,1,0,0,0
PDF_01607,0,1,40.87,2,5,0,0,29.16,0.243,0.159,115,5.226,33.36,23.68,29.99,0,1,0,0
PDF_01608,0,1,0.0,0,0,0,0,0.0,0.0,0.0327,83,5.874,0.0,0.0,0.0,0,1,0,0
PDF_01609,1,1,27.93,2,1,1,0,12.58,0.2698,0.3577,131,6.448,11.8,27.28,59.67,1,0,0,0
PDF_01610,1,1,0.0,2,0,1,0,0.0,0.163,0.3386,166,5.675,8.92,0.0,70.37,1,0,0,0
PDF_01611,1,1,25.87,2,4,0,0,1.16,0.0254,0.0855,99,4.435,0.0,0.0,10.99,0,0,0,0
PDF_01612,0,1,7.88,2,0,0,0,0.0,0.185,0.2508,112,5.913,13.23,21.17,52.55,1,1,0,0
PDF_01613,1,1,0.0,0,0,0,0,24.34,0.0,0.1181,88,5.266,0.0,0.0,3.83,0,0,0,0
PDF_01614,0,2,18.98,2,3,0,0,0.58,0.1606,0.3207,92,5.486,0.0,21.73,50.26,1,1,0,0
PDF_01615,0,2,16.11,6,3,0,0,0.0,0.1284,0.1032,142,4.141,22.5,4.61,12.73,0,0,0,0
PDF_01616,1,1,22.84,2,2,0,0,0.0,0.1188,0.1301,78,6.239,7.67,7.96,7.44,0,0,0,0
PDF_01617,1,1,29.77,5,5,2,0,0.0,0.1085,0.1691,152,6.046,37.6,28.37,32.16,0,0,0,0
PDF_01618,0,1,33.95,2,2,0,0,19.27,0.2209,0.3434,97,5.472,8.35,22.02,56.4,1,1,0,0
PDF_01619,0,1,7.52,4,1,0,0,2.43,0.0141,0.098,48,4.78,13.37,19.45,0.68,0,0,0,0
PDF_01620,2,1,3.18,0,3,1,0,0.0,0.0436,0.0999,78,5.813,0.0,8.64,7.09,0,0,0,0
PDF_01621,1,1,10.33,2,3,0,0,0.0,0.171,0.3522,86,5.413,12.23,0.0,50.78,1,0,0,0
PDF_01622,0,1,0.0,3,0,0,0,0.0,0.0188,0.1367,122,5.515,0.0,0.0,1.58,0,0,0,0
PDF_01623,0,1,0.0,2,0,0,0,0.0,0.0,0.0791,79,5.051,0.0,1.12,18.59,0,1,0,0
PDF_01624,0,1,0.0,1,3,0,0,0.0,0.0521,0.2434,25,3.908,0.0,0.0,27.34,1,1,0,0
PDF_01625,0,1,21.48,0,0,1,0,9.75,0.1389,0.1245,138,4.958,18.1,10.58,17.03,0,0,0,0
PDF_01626,0,1,0.0,0,0,0,0,0.0,0.066,0.2296,88,5.592,0.0,0.0,53.67,1,0,0,0
PDF_01627,0,1,18.61,4,0,0,0,22.83,0.1872,0.3689,101,5.608,0.0,20.57,53.5,1,1,0,0
PDF_01628,2,1,53.07,2,0,0,0,17.34,0.2029,0.1028,114,5.073,36.39,60.61,15.16,0,0,0,0
PDF_01629,1,1,12.66,3,1,0,0,0.0,0.1686,0.363,133,4.895,0.0,41.3,54.76,1,0,0,0
PDF_01630,0,1,5.39,4,0,0,0,6.45,0.0063,0.1512,50,5.552,3.71,0.0,9.48,0,0,0,0
PDF_01631,0,1,6.06,1,0,2,0,13.06,0.0512,0.0713,83,7.112,0.0,0.0,2.26,0,0,0,0
PDF_01632,1,1,15.85,0,3,0,0,2.08,0.1642,0.2353,97,5.067,18.8,0.0,54.58,1,1,0,0
PDF_01633,1,1,0.0,1,2,0,0,0.0,0.0721,0.0849,84,4.727,0.0,0.0,0.0,0,0,0,0
PDF_01634,0,1,30.74,3,0,0,0,8.45,0.1236,0.2715,115,6.032,5.14,40.57,54.99,1,1,0,0
PDF_01635,1,2,0.0,0,1,0,0,0.0,0.042,0.0659,81,5.159,0.0,0.0,0.0,0,0,0,0
PDF_01636,0,1,0.88,1,1,0,0,0.0,0.1373,0.122,71,4.222,7.07,27.43,7.71,0,0,0,0
PDF_01637,0,1,17.57,1,6,0,0,8.33,0.1087,0.0721,96,4.804,16.42,12.4,34.48,0,0,0,0
PDF_01638,1,2,29.92,0,3,1,0,18.93,0.2554,0.3687,120,5.048,0.0,34.29,52.56,1,0,0,0
PDF_01639,1,2,12.53,0,0,2,0,0.0,0.0706,0.113,89,5.996,30.82,3.69,18.74,0,1,0,0
PDF_01640,1,1,37.6,0,0,0,0,0.0,0.0971,0.1847,58,6.113,3.13,22.25,30.25,0,0,0,0
PDF_01641,0,1,5.3,1,3,1,1,0.0,0.1971,0.3665,136,5.457,40.01,8.97,46.92,1,0,0,0
PDF_01642,1,1,24.96,2,0,0,0,5.14,0.1525,0.3978,90,4.685,14.63,26.87,64.75,1,0,0,0
PDF_01643,1,1,1.07,0,2,0,0,1.42,0.1545,0.3028,55,5.498,0.0,0.0,45.23,1,1,0,0
PDF_01644,0,1,75.77,5,6,0,0,22.31,0.193,0.0527,186,6.316,59.54,44.59,49.39,0,0,0,0
PDF_01645,0,2,1.73,2,3,0,0,20.75,0.1626,0.2186,115,5.493,13.29,40.35,17.15,0,0,0,0
PDF_01646,0,1,23.0,1,2,0,0,18.95,0.0913,0.1122,20,5.001,0.2,14.07,4.45,0,1,0,0
PDF_01647,0,1,21.83,2,2,0,0,14.43,0.235,0.3617,97,5.744,2.85,0.0,44.36,1,1,0,0
PDF_01648,0,1,12.44,2,0,0,0,28.9,0.1481,0.3302,119,5.566,0.0,43.25,67.3,1,0,0,0
PDF_01649,1,1,27.5,0,0,1,0,12.76,0.1948,0.2729,139,4.888,3.22,27.12,65.15,1,1,0,0
PDF_01650,1,1,31.53,3,1,1,0,16.92,0.1896,0.1635,92,5.763,11.72,28.7,14.04,0,0,0,0
PDF_01651,2,1,10.91,0,2,0,0,0.0,0.0928,0.1889,114,5.272,0.0,28.13,13.54,0,0,0,0
PDF_01652,0,1,56.28,2,3,1,0,16.39,0.2051,0.1816,135,6.702,16.4,37.65,18.34,0,0,0,0
PDF_01653,0,1,0.0,0,3,0,0,0.0,0.0192,0.0455,27,4.359,0.0,0.0,0.0,0,1,0,0
PDF_01654,0,1,0.0,0,0,0,0,0.0,0.1221,0.1305,38,5.689,9.87,4.78,0.0,0,1,0,0
PDF_01655,0,1,0.0,0,0,0,0,0.0,0.039,0.1028,64,5.677,0.0,0.0,0.0,0,0,0,0
PDF_01656,0,1,0.0,5,0,1,0,2.68,0.0,0.0074,51,5.36,0.0,0.0,0.0,0,1,0,0
PDF_01657,1,1,1.77,0,0,0,0,4.09,0.166,0.2947,104,4.834,0.0,0.57,41.06,1,0,0,0
PDF_01658,0,1,10.27,4,3,0,0,0.0,0.0765,0.0996,117,5.015,18.69,9.77,0.83,0,0,0,0
PDF_01659,0,1,0.0,1,0,0,0,12.27,0.039,0.0091,76,4.544,0.0,0.0,0.0,0,0,0,0
PDF_01660,0,1,11.91,2,0,1,0,1.17,0.1787,0.2946,99,4.36,5.48,0.0,44.7,1,0,0,0
PDF_01661,0,2,23.32,0,1,0,0,52.66,0.2072,0.3183,145,5.509,20.36,25.69,71.86,1,1,0,0
PDF_01662,0,1,0.0,0,0,0,0,9.66,0.1255,0.1223,62,6.032,17.42,20.78,15.32,0,1,0,0
PDF_01663,0,1,0.0,0,3,0,0,1.63,0.0031,0.0316,37,4.013,0.0,14.02,4.93,0,0,0,0
PDF_01664,0,2,25.45,1,5,0,0,3.74,0.25,0.4531,118,5.411,32.78,42.41,51.58,1,0,0,0
PDF_01665,3,2,54.6,5,8,2,0,21.07,0.2762,0.3447,205,5.104,52.62,61.02,75.06,1,1,0,0
PDF_01666,1,2,40.0,5,0,0,0,11.89,0.1292,0.1713,116,6.241,6.74,30.62,11.32,0,0,0,0
PDF_01667,2,2,0.0,1,1,1,0,0.0,0.0003,0.0731,26,5.185,0.0,0.0,7.7,0,0,0,0
PDF_01668,0,1,5.4,1,2,0,0,0.0,0.0447,0.1214,95,5.644,0.0,10.59,1.77,0,0,0,0
PDF_01669,1,1,13.24,1,2,0,1,20.23,0.1005,0.0569,101,5.539,10.52,6.43,0.0,0,0,0,0
PDF_01670,1,1,0.0,2,0,1,0,0.0,0.071,0.2984,69,5.537,0.0,0.0,32.11,1,0,0,0
PDF_01671,1,1,0.0,2,2,0,0,0.0,0.0039,0.0775,69,5.77,0.0,0.0,0.35,0,0,0,0
PDF_01672,0,1,0.0,1,0,2,0,0.0,0.0511,0.1837,56,5.283,0.0,0.0,30.72,1,0,0,0
PDF_01673,1,1,27.78,3,2,0,0,0.47,0.2193,0.3516,122,4.857,29.67,34.51,66.03,1,0,0,0
PDF_01674,2,1,0.0,3,5,0,0,6.31,0.1212,0.2741,53,5.22,0.0,0.0,43.59,1,1,0,0
PDF_01675,1,2,15.33,0,4,0,0,0.58,0.1361,0.3481,95,5.045,0.0,5.19,58.55,1,0,0,0
PDF_01676,0,1,0.0,1,2,0,0,13.33,0.0,0.0968,78,5.447,0.0,0.0,1.26,0,1,0,0
PDF_01677,0,1,28.88,5,0,2,0,24.14,0.2238,0.3458,122,5.872,28.04,42.4,62.69,1,0,0,0
PDF_01678,0,1,55.47,5,3,0,0,24.75,0.1658,0.1514,132,6.744,57.21,33.73,39.28,0,0,0,0
PDF_01679,2,1,51.4,7,4,1,0,32.13,0.1799,0.2173,135,5.529,0.04,50.47,15.95,0,1,0,0
PDF_01680,1,2,16.97,2,2,1,0,10.32,0.1272,0.0839,117,4.6,14.22,14.81,8.55,0,0,0,0
PDF_01681,0,2,0.0,0,0,0,0,0.0,0.0259,0.1521,48,5.447,7.1,4.63,20.72,0,1,0,0
PDF_01682,0,2,17.57,0,0,0,0,0.0,0.2011,0.2981,119,5.782,0.0,0.0,62.24,1,1,0,0
PDF_01683,2,1,16.08,3,6,1,0,0.0,0.1997,0.3341,85,5.545,8.91,28.98,49.67,1,0,0,0
PDF_01684,0,2,29.9,1,4,0,0,37.91,0.1965,0.3547,111,5.33,10.02,14.89,46.66,1,1,0,0
PDF_01685,1,1,7.92,5,2,0,0,27.85,0.1375,0.3103,109,4.322,0.0,7.25,46.74,1,1,0,0
PDF_01686,1,1,31.37,6,0,0,0,7.94,0.1266,0.1222,101,5.791,24.99,3.56,24.06,0,0,0,0
PDF_01687,0,2,29.03,5,2,1,0,11.83,0.0804,0.2094,88,4.759,5.37,5.74,18.91,0,0,0,0
PDF_01688,1,2,48.29,4,2,0,0,6.81,0.1177,0.0577,36,5.237,1.77,18.77,22.17,0,0,0,0
PDF_01689,1,1,0.0,0,3,1,0,0.0,0.0528,0.0572,108,4.544,0.0,5.42,0.0,0,0,0,0
PDF_01690,1,1,27.89,2,4,1,0,18.56,0.2301,0.3652,152,7.346,22.01,19.28,43.66,1,1,0,0
PDF_01691,0,2,5.34,0,2,1,0,0.0,0.0984,0.1537,79,4.576,20.18,13.05,15.85,0,0,0,0
PDF_01692,0,1,27.64,4,3,1,0,7.63,0.1178,0.0916,113,5.464,7.09,16.75,15.35,0,0,0,0
PDF_01693,2,2,25.24,2,2,0,0,0.0,0.1436,0.1213,84,5.9,10.77,18.37,18.08,0,0,0,0
PDF_01694,1,1,25.27,2,4,2,0,3.34,0.2528,0.2673,140,4.958,32.14,44.6,48.51,1,0,0,0
PDF_01695,2,2,49.43,4,3,2,0,8.7,0.1165,0.0885,122,5.419,28.53,45.95,31.66,0,0,0,0
PDF_01696,1,1,22.76,2,0,1,0,0.0,0.246,0.3037,125,5.911,4.55,20.78,63.38,1,0,0,0
PDF_01697,1,2,0.0,0,1,0,0,3.98,0.0,0.1244,83,6.01,0.0,0.0,0.0,0,0,0,0
PDF_01698,1,1,13.64,3,2,0,0,26.63,0.1313,0.0327,92,5.91,24.47,17.41,11.16,0,0,0,0
PDF_01699,0,2,29.9,5,1,1,0,31.33,0.1285,0.2201,109,6.057,18.87,19.1,25.37,0,0,0,0
PDF_01700,1,2,21.07,1,0,0,0,6.15,0.0524,0.09,120,5.744,3.33,14.59,2.54,0,0,0,0
PDF_01701,1,2,23.0,6,4,1,0,36.14,0.1624,0.1822,158,6.431,15.34,37.35,11.5,0,1,0,0
PDF_01702,0,2,5.35,2,4,0,0,14.93,0.076,0.152,102,5.281,29.65,10.97,0.0,0,0,0,0
PDF_01703,1,1,0.0,0,0,1,0,0.0,0.0606,0.1501,31,4.664,1.19,4.5,0.0,0,0,0,0
PDF_01704,1,1,34.75,1,2,1,0,6.84,0.279,0.2878,89,4.966,23.78,20.94,54.41,1,0,0,0
PDF_01705,2,2,27.01,0,0,2,0,17.18,0.1799,0.3852,122,6.129,8.28,8.22,45.91,1,0,0,0
PDF_01706,1,1,23.34,0,0,0,0,13.83,0.1599,0.1739,126,5.689,0.0,23.35,0.0,0,1,0,0
PDF_01707,1,2,18.76,5,0,0,0,0.0,0.2243,0.2992,64,6.101,4.92,7.55,59.19,1,0,0,0
PDF_01708,0,3,29.86,4,3,0,0,2.18,0.1081,0.0819,118,5.685,16.16,16.64,9.58,0,0,0,0
PDF_01709,1,1,0.0,0,0,1,0,0.0,0.0076,0.089,45,5.754,0.0,0.0,0.0,0,0,0,0
PDF_01710,0,2,14.71,0,0,0,0,0.0,0.006,0.0444,85,6.014,5.6,0.0,6.73,0,0,0,0
PDF_01711,1,1,0.0,0,3,0,0,0.0,0.0848,0.1167,40,6.005,3.98,0.0,0.47,0,0,0,0
PDF_01712,1,1,10.26,2,1,0,0,0.0,0.1103,0.3145,175,5.866,9.64,15.9,72.33,1,0,0,0
PDF_01713,1,2,0.0,1,2,1,0,6.8,0.0,0.151,75,5.708,0.0,0.0,0.0,0,1,0,0
PDF_01714,0,1,14.41,3,1,0,0,10.36,0.2114,0.3131,123,6.023,0.0,10.17,59.43,1,0,0,0
PDF_01715,1,1,17.87,3,1,0,0,22.19,0.1564,0.1813,144,6.61,3.97,22.96,15.23,0,0,0,0
PDF_01716,0,2,27.64,4,3,0,0,22.11,0.2076,0.3461,122,5.148,8.3,21.46,69.28,1,1,0,0
PDF_01717,1,1,30.48,4,0,1,0,0.0,0.2751,0.2575,137,5.214,7.29,13.68,66.16,1,0,0,0
PDF_01718,1,1,0.0,3,0,0,0,0.0,0.0955,0.0621,126,4.437,0.0,12.24,28.55,0,0,0,0
PDF_01719,1,1,8.03,4,0,1,0,0.0,0.1721,0.3565,80,5.135,15.99,11.24,38.01,1,0,0,0
PDF_01720,1,2,0.0,1,0,0,0,0.0,0.0504,0.0289,86,4.023,0.0,0.0,9.52,0,0,0,0
PDF_01721,0,1,0.0,0,0,1,0,0.0,0.1471,0.2058,78,4.804,0.0,0.0,52.19,1,0,0,0
PDF_01722,1,1,0.0,0,0,0,0,0.0,0.1811,0.1132,50,5.145,17.3,39.4,0.0,0,1,0,0
PDF_01723,2,1,30.64,2,5,2,0,7.22,0.1309,0.1624,124,6.241,22.55,29.94,23.31,0,0,0,0
PDF_01724,2,1,0.0,3,2,1,0,0.0,0.0501,0.2316,85,4.608,0.0,0.0,41.01,1,1,0,0
PDF_01725,0,1,30.77,4,2,0,1,0.0,0.0791,0.3301,72,5.191,0.0,0.0,32.34,1,0,0,0
PDF_01726,2,1,38.66,4,0,0,0,10.54,0.0643,0.0649,101,6.128,11.65,25.59,22.75,0,0,0,0
PDF_01727,1,1,3.03,0,2,0,0,13.46,0.1579,0.0192,107,4.634,6.26,1.94,3.49,0,0,0,0
PDF_01728,0,2,3.4,0,4,0,0,1.17,0.0625,0.1279,63,5.377,22.61,0.0,4.44,0,0,0,0
PDF_01729,1,1,0.0,0,1,0,0,0.0,0.0951,0.2862,65,4.614,8.8,4.1,36.43,1,0,0,0
PDF_01730,0,1,20.85,0,3,0,0,37.52,0.0663,0.1821,150,6.136,10.66,7.89,0.72,0,0,0,0
PDF_01731,1,2,31.82,1,0,1,0,31.54,0.2115,0.3688,144,4.249,22.63,16.34,50.71,1,1,0,0
PDF_01732,1,1,17.06,0,2,0,0,15.87,0.1381,0.285,136,5.572,14.71,22.2,57.12,1,0,0,0
PDF_01733,1,1,15.72,0,1,1,0,0.0,0.2273,0.3094,149,5.659,8.9,15.54,47.32,1,0,0,0
PDF_01734,1,1,23.79,1,5,2,0,23.85,0.2291,0.3364,170,5.273,27.41,38.26,68.34,1,1,0,0
PDF_01735,0,1,22.45,5,3,1,0,3.48,0.2047,0.3081,112,4.505,9.88,10.67,44.27,1,1,0,0
PDF_01736,1,1,7.7,2,3,1,0,3.13,0.1007,0.1185,99,6.018,13.69,22.94,15.58,0,0,0,0
PDF_01737,1,2,18.04,5,1,0,0,29.21,0.1,0.0997,141,4.196,19.93,35.33,15.32,0,0,0,0
PDF_01738,1,3,7.07,1,1,0,0,30.29,0.0678,0.0286,122,5.294,25.21,19.8,0.0,0,0,0,0
PDF_01739,1,1,12.46,4,3,0,0,8.14,0.0764,0.1167,54,5.977,3.56,0.0,0.0,0,1,0,0
PDF_01740,0,3,2.54,0,0,0,0,8.68,0.1085,0.0751,93,6.116,0.0,0.31,15.36,0,0,0,0
PDF_01741,2,3,35.43,3,0,0,0,31.28,0.0887,0.1194,99,5.747,2.98,26.49,14.73,0,1,0,0
PDF_01742,2,1,0.0,3,0,1,0,0.0,0.0118,0.0753,70,5.827,5.39,0.0,0.0,0,0,0,0
PDF_01743,2,2,25.85,2,3,0,0,11.32,0.1361,0.2025,111,5.969,0.0,32.43,12.83,0,0,0,0
PDF_01744,0,1,0.0,4,3,1,0,0.0,0.0,0.0485,5,6.35,0.0,0.0,0.0,0,1,0,0
PDF_01745,1,1,0.0,3,2,0,0,0.0,0.1576,0.2986,74,7.152,13.56,6.48,70.67,1,0,0,0
PDF_01746,2,2,39.65,4,3,1,0,0.04,0.1351,0.0535,107,6.088,1.62,27.1,3.78,0,0,0,0
PDF_01747,0,1,0.92,1,0,0,0,0.72,0.1918,0.2423,85,4.974,0.0,0.0,43.71,1,1,0,0
PDF_01748,1,1,21.61,4,3,1,0,2.73,0.1949,0.1742,110,5.544,26.03,57.25,30.11,0,0,0,0
PDF_01749,1,2,20.98,2,0,0,0,9.54,0.057,0.1667,77,5.266,0.0,5.55,11.85,0,0,0,0
PDF_01750,0,2,16.08,2,2,0,0,0.0,0.0319,0.1456,115,5.435,11.6,2.63,0.0,0,0,0,0
PDF_01751,0,2,19.82,5,2,1,0,14.03,0.2328,0.3754,93,5.134,5.02,3.68,48.95,1,0,0,0
PDF_01752,1,1,14.64,4,4,2,0,23.45,0.1968,0.3051,146,5.187,15.66,31.46,66.48,1,0,0,0
PDF_01753,0,1,0.0,2,1,0,0,0.0,0.0481,0.25,25,4.922,0.0,0.0,53.69,1,0,0,0
PDF_01754,1,2,19.72,2,2,1,0,0.0,0.1238,0.1082,99,4.865,27.01,13.2,20.91,0,0,0,0
PDF_01755,0,2,0.0,1,0,0,0,16.39,0.0741,0.1323,73,5.2,10.93,0.0,11.93,0,0,0,0
PDF_01756,0,1,0.0,1,0,0,0,0.0,0.1991,0.2629,75,4.198,6.26,0.78,40.3,1,0,0,0
PDF_01757,1,2,22.21,3,0,0,0,0.0,0.0392,0.0758,127,6.206,17.59,33.85,29.12,0,0,0,0
PDF_01758,0,1,36.79,0,0,0,0,2.2,0.2174,0.3423,147,5.521,6.31,27.08,81.18,1,0,0,0
PDF_01759,1,2,26.99,1,1,1,0,0.0,0.2165,0.4275,135,6.029,14.71,20.38,58.43,1,0,0,0
PDF_01760,0,1,9.04,3,0,2,0,0.0,0.146,0.3013,123,6.173,0.0,14.89,51.79,1,0,0,0
PDF_01761,2,1,0.0,0,2,0,0,0.0,0.0717,0.1219,64,3.829,3.48,7.26,0.0,0,0,0,0
PDF_01762,0,2,23.3,2,1,1,0,0.0,0.0998,0.0416,48,5.784,9.41,17.22,0.0,0,1,0,0
PDF_01763,0,1,20.57,0,0,0,0,0.0,0.1331,0.244,60,4.809,0.0,0.0,45.4,1,0,0,0
PDF_01764,0,1,37.04,3,0,0,0,18.39,0.2299,0.3521,128,5.226,26.75,27.03,61.24,1,1,0,0
PDF_01765,0,1,27.0,6,1,1,0,0.0,0.0845,0.1699,92,6.818,25.94,15.36,7.9,0,0,0,0
PDF_01766,1,1,13.43,1,3,0,0,1.73,0.1825,0.2998,93,4.216,8.66,27.26,64.41,1,0,0,0
PDF_01767,0,2,0.0,1,0,1,0,0.0,0.0088,0.0848,32,5.305,0.0,15.22,13.99,0,0,0,0
PDF_01768,1,2,63.23,5,3,0,0,15.55,0.2149,0.4105,221,5.125,35.96,59.64,78.3,1,0,0,0
PDF_01769,0,1,0.0,1,0,0,0,0.0,0.1204,0.2931,59,4.887,0.0,0.0,53.51,1,0,0,0
PDF_01770,1,1,0.0,3,0,0,0,4.61,0.038,0.2145,33,4.877,0.0,1.79,0.0,0,1,0,0
PDF_01771,0,1,18.19,1,2,0,0,3.48,0.1068,0.0957,138,5.989,0.69,18.96,7.88,0,1,0,0
PDF_01772,0,1,60.39,5,4,2,0,48.7,0.0874,0.1325,117,6.245,24.5,30.71,4.87,0,1,0,0
PDF_01773,0,1,10.77,0,1,0,0,6.37,0.1457,0.2725,116,7.202,0.0,0.0,66.07,1,0,0,0
PDF_01774,1,2,52.69,7,3,0,0,22.2,0.2776,0.3919,127,6.131,29.39,27.01,64.7,1,1,0,0
PDF_01775,2,2,30.71,2,1,0,0,23.24,0.0983,0.212,88,6.044,4.35,24.25,13.15,0,0,0,0
PDF_01776,0,1,4.32,0,4,0,0,0.0,0.239,0.2559,90,5.751,0.0,18.04,51.3,1,0,0,0
PDF_01777,2,1,14.75,0,0,1,0,0.0,0.0783,0.0488,36,5.479,0.0,6.61,21.07,0,0,0,0
PDF_01778,0,2,0.0,3,0,0,0,0.0,0.1092,0.2393,71,5.315,0.0,0.0,50.1,1,1,0,0
PDF_01779,0,2,12.18,0,0,1,0,1.73,0.1173,0.1469,89,5.096,23.01,18.96,0.0,0,1,0,0
